subpartida|variante|f1_promedio_subpartida|precision_promedio_subpartida|recall_promedio_subpartida|pr_auc_promedio_subpartida|folds|registros_test_total
2106907300-COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS A BASE DE UNA O MAS VITAMINAS, MINERALES|B_LOG|0.96|0.9333|1.0|0.9333|5|130
2106907300-COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS A BASE DE UNA O MAS VITAMINAS, MINERALES|C_WINS|0.0667|0.1|0.05|0.1635|5|130
2106907900-LOS DEMAS COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS|A_BASELINE|0.8729|0.7816|0.989|0.7738|5|2841
2106907900-LOS DEMAS COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS|B_LOG|0.8757|0.7791|1.0|0.7791|5|2841
2106907900-LOS DEMAS COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS|C_WINS|0.0|0.0|0.0|0.0964|5|2841
2106909000-LAS DEMAS PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE|A_BASELINE|0.4693|0.3074|1.0|0.3074|5|892
2106909000-LAS DEMAS PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE|B_LOG|0.8049|0.6797|1.0|0.6797|5|892
2106909000-LAS DEMAS PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE|C_WINS|0.0|0.0|0.0|0.037|5|892
2201100011-AGUA MINERAL NATURAL O MINERAL MEDICINAL, INCLUSO GASEADA|A_BASELINE|0.81|0.7867|0.9333|0.7269|5|146
2201100011-AGUA MINERAL NATURAL O MINERAL MEDICINAL, INCLUSO GASEADA|B_LOG|0.699|0.569|0.9333|0.5426|5|146
2201100011-AGUA MINERAL NATURAL O MINERAL MEDICINAL, INCLUSO GASEADA|C_WINS|0.0|0.0|0.0|0.0959|5|146
2201100012-AGUA MINERAL ARTIFICIAL, INCLUSO GASEADA|A_BASELINE|0.9714|0.95|1.0|0.95|5|252
2201100012-AGUA MINERAL ARTIFICIAL, INCLUSO GASEADA|B_LOG|0.9778|0.96|1.0|0.96|5|252
2201100012-AGUA MINERAL ARTIFICIAL, INCLUSO GASEADA|C_WINS|0.0|0.0|0.0|0.0674|5|252
2201100030-AGUA GASEADA|A_BASELINE|0.9778|1.0|0.96|0.968|5|126
2201100030-AGUA GASEADA|B_LOG|0.9492|1.0|0.91|0.926|5|126
2201100030-AGUA GASEADA|C_WINS|0.0|0.0|0.0|0.1905|5|126
2201900010-AGUA SIN GASEAR|A_BASELINE|0.9802|0.9742|0.9867|0.9641|5|417
2201900010-AGUA SIN GASEAR|B_LOG|0.9802|0.9742|0.9867|0.9641|5|417
2201900010-AGUA SIN GASEAR|C_WINS|0.019|0.0333|0.0133|0.1797|5|417
2202100000-AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, C/ADICION DE AZUCAR U OTRO EDULCORANTE|A_BASELINE|0.3809|0.2358|1.0|0.2358|5|6869
2202100000-AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, C/ADICION DE AZUCAR U OTRO EDULCORANTE|B_LOG|0.6204|0.4533|1.0|0.4533|5|6869
2202100000-AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, C/ADICION DE AZUCAR U OTRO EDULCORANTE|C_WINS|0.0|0.0|0.0|0.0153|5|6869
2202990000-DEMAS AGUAS Y BEBIDAS NO ALCOHOLICAS, AZUCARADAS, NO GASEADAS|A_BASELINE|0.9723|1.0|0.9485|0.9503|5|1698
2202990000-DEMAS AGUAS Y BEBIDAS NO ALCOHOLICAS, AZUCARADAS, NO GASEADAS|B_LOG|0.6961|1.0|0.5606|0.5759|5|1698
2202990000-DEMAS AGUAS Y BEBIDAS NO ALCOHOLICAS, AZUCARADAS, NO GASEADAS|C_WINS|0.0|0.0|0.0|0.0347|5|1698
2203000000-CERVEZA DE MALTA.|A_BASELINE|1.0|1.0|1.0|1.0|5|444
2203000000-CERVEZA DE MALTA.|B_LOG|0.7333|0.8|0.7|0.7045|5|444
2203000000-CERVEZA DE MALTA.|C_WINS|0.0|0.0|0.0|0.0158|5|444
2204210000-DEMAS VINOS EN RECIPIENTES CON CAPACIDAD <= A 2 L|A_BASELINE|0.481|0.3848|1.0|0.3848|5|485
2204210000-DEMAS VINOS EN RECIPIENTES CON CAPACIDAD <= A 2 L|B_LOG|0.2976|0.176|1.0|0.176|5|485
2204210000-DEMAS VINOS EN RECIPIENTES CON CAPACIDAD <= A 2 L|C_WINS|0.0|0.0|0.0|0.0124|5|485
2206000000-DEMAS BEBIDAS FERMENTADAS (POR EJEMPLO: SIDRA, PERADA, AGUAMIEL); MEZCLAS DE BEBI|A_BASELINE|0.2364|0.22|0.4|0.22|5|191
2206000000-DEMAS BEBIDAS FERMENTADAS (POR EJEMPLO: SIDRA, PERADA, AGUAMIEL); MEZCLAS DE BEBI|B_LOG|0.4|0.4|0.4|0.4|5|191
2206000000-DEMAS BEBIDAS FERMENTADAS (POR EJEMPLO: SIDRA, PERADA, AGUAMIEL); MEZCLAS DE BEBI|C_WINS|0.0|0.0|0.0|0.0105|5|191
2208202100-PISCO|A_BASELINE|0.0635|0.0524|0.0821|0.0623|5|1060
2208202100-PISCO|B_LOG|0.7935|0.6591|1.0|0.6591|5|1060
2208202100-PISCO|C_WINS|0.0235|0.05|0.0154|0.0623|5|1060
2208202900-LOS DEMAS AGUARDIENTES DE VINO (EXCEP. PISCO O SINGANI)|A_BASELINE|0.7359|0.5957|1.0|0.5957|5|148
2208202900-LOS DEMAS AGUARDIENTES DE VINO (EXCEP. PISCO O SINGANI)|B_LOG|0.7348|0.589|1.0|0.589|5|148
2208202900-LOS DEMAS AGUARDIENTES DE VINO (EXCEP. PISCO O SINGANI)|C_WINS|0.3333|0.6|0.2333|0.3145|5|148
2208300000-WHISKY|A_BASELINE|0.0|0.0|0.0|0.0286|5|39
2208300000-WHISKY|B_LOG|0.2|0.2|0.2|0.2|5|39
2208300000-WHISKY|C_WINS|0.0|0.0|0.0|0.0286|5|39
2208400000-RON Y DEMAS AGUARDIENTES DE CAÃ'A|A_BASELINE|0.0|0.0|0.0|0.0|5|56
2208400000-RON Y DEMAS AGUARDIENTES DE CAÃ'A|B_LOG|0.0|0.0|0.0|0.0|5|56
2208400000-RON Y DEMAS AGUARDIENTES DE CAÃ'A|C_WINS|0.0|0.0|0.0|0.0|5|56
2208500000-GIN Y GINEBRA|A_BASELINE|0.0667|0.04|0.2|0.1067|5|27
2208500000-GIN Y GINEBRA|B_LOG|0.3333|0.3|0.4|0.3|5|27
2208500000-GIN Y GINEBRA|C_WINS|0.0|0.0|0.0|0.1067|5|27
2208600000-VODKA|A_BASELINE|0.0|0.0|0.0|0.0|5|25
2208600000-VODKA|B_LOG|0.0|0.0|0.0|0.0|5|25
2208600000-VODKA|C_WINS|0.0|0.0|0.0|0.0|5|25
2208709000-DEMAS LICORES Y BEBIDAS ESPIRITUOSAS|A_BASELINE|0.0|0.0|0.0|0.0|5|72
2208709000-DEMAS LICORES Y BEBIDAS ESPIRITUOSAS|B_LOG|0.0|0.0|0.0|0.0|5|72
2208709000-DEMAS LICORES Y BEBIDAS ESPIRITUOSAS|C_WINS|0.0|0.0|0.0|0.0|5|72
2209000000-VINAGRE Y SUCEDANEOS DEL VINAGRE OBTENIDOS A PARTIR DEL ACIDO ACETICO|A_BASELINE|0.2571|0.1667|0.6|0.1667|5|242
2209000000-VINAGRE Y SUCEDANEOS DEL VINAGRE OBTENIDOS A PARTIR DEL ACIDO ACETICO|B_LOG|0.5143|0.48|0.6|0.48|5|242
2209000000-VINAGRE Y SUCEDANEOS DEL VINAGRE OBTENIDOS A PARTIR DEL ACIDO ACETICO|C_WINS|0.0|0.0|0.0|0.0166|5|242
2302300000-SALVADOS, MOYUELOS Y DEMAS RESIDUOS DEL CERNIDO, MOLIENDA U OTROS TRATAM. DE TRIGO|A_BASELINE|0.6|0.6|0.6|0.6|5|758
2302300000-SALVADOS, MOYUELOS Y DEMAS RESIDUOS DEL CERNIDO, MOLIENDA U OTROS TRATAM. DE TRIGO|B_LOG|0.6|0.6|0.6|0.6|5|758
2302300000-SALVADOS, MOYUELOS Y DEMAS RESIDUOS DEL CERNIDO, MOLIENDA U OTROS TRATAM. DE TRIGO|C_WINS|0.0|0.0|0.0|0.0053|5|758
2308009000-TORTAS Y RESID SOLID DE GRASAS O ACEIT VEGETAL Y DESPERDIC VEGET PARA ALIMENT ANIMAL|A_BASELINE|0.4|0.6|0.3|0.53|5|22
2308009000-TORTAS Y RESID SOLID DE GRASAS O ACEIT VEGETAL Y DESPERDIC VEGET PARA ALIMENT ANIMAL|B_LOG|0.1333|0.2|0.1|0.42|5|22
2308009000-TORTAS Y RESID SOLID DE GRASAS O ACEIT VEGETAL Y DESPERDIC VEGET PARA ALIMENT ANIMAL|C_WINS|0.0|0.0|0.0|0.36|5|22
2309102000-ALIMENTOS PARA PERROS Y GATOS PARA VENTA AL POR MENOR PRESENTADO EN ENVASE HERMETICO,|A_BASELINE|0.0|0.0|0.0|0.37|5|24
2309102000-ALIMENTOS PARA PERROS Y GATOS PARA VENTA AL POR MENOR PRESENTADO EN ENVASE HERMETICO,|B_LOG|0.0|0.0|0.0|0.37|5|24
2309102000-ALIMENTOS PARA PERROS Y GATOS PARA VENTA AL POR MENOR PRESENTADO EN ENVASE HERMETICO,|C_WINS|0.0|0.0|0.0|0.37|5|24
2309109000-ALIMENTOS PARA PERROS Y GATOS PARA VENTA AL POR MENOR PRESENTADO EN ENVASE HERMETICO|A_BASELINE|0.9913|1.0|0.9833|0.9854|5|482
2309109000-ALIMENTOS PARA PERROS Y GATOS PARA VENTA AL POR MENOR PRESENTADO EN ENVASE HERMETICO|B_LOG|0.992|1.0|0.9846|0.9867|5|482
2309109000-ALIMENTOS PARA PERROS Y GATOS PARA VENTA AL POR MENOR PRESENTADO EN ENVASE HERMETICO|C_WINS|0.05|0.1|0.0333|0.1411|5|482
2309902000-PREMEZCLAS|A_BASELINE|0.9664|0.9381|1.0|0.9381|5|428
2309902000-PREMEZCLAS|B_LOG|1.0|1.0|1.0|1.0|5|428
2309902000-PREMEZCLAS|C_WINS|0.0|0.0|0.0|0.0631|5|428
2309909000-DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES|A_BASELINE|0.8095|0.6806|1.0|0.6806|5|3376
2309909000-DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES|B_LOG|0.8423|0.7281|1.0|0.7281|5|3376
2309909000-DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES|C_WINS|0.0321|0.0676|0.0211|0.0713|5|3376
2402100000-CIGARROS (PUROS) (INCLUSO DESPUNTADOS) Y CIGARRITOS (PURITOS), QUE CONTENGAN TABACO|A_BASELINE|0.2|0.2|0.2|0.2|5|20
2402100000-CIGARROS (PUROS) (INCLUSO DESPUNTADOS) Y CIGARRITOS (PURITOS), QUE CONTENGAN TABACO|B_LOG|0.2|0.2|0.2|0.2|5|20
2402100000-CIGARROS (PUROS) (INCLUSO DESPUNTADOS) Y CIGARRITOS (PURITOS), QUE CONTENGAN TABACO|C_WINS|0.0|0.0|0.0|0.05|5|20
2403190000-TABACO PARA FUMAR, INCL C/SUCEDANEOS DE TABACO (EXCEP PARA PIPA DE AGUA)|A_BASELINE|0.1667|0.1167|0.3|0.1276|5|138
2403190000-TABACO PARA FUMAR, INCL C/SUCEDANEOS DE TABACO (EXCEP PARA PIPA DE AGUA)|B_LOG|0.2|0.2|0.2|0.2431|5|138
2403190000-TABACO PARA FUMAR, INCL C/SUCEDANEOS DE TABACO (EXCEP PARA PIPA DE AGUA)|C_WINS|0.0|0.0|0.0|0.0505|5|138
2501001000-SAL DE MESA|A_BASELINE|0.5264|1.0|0.364|0.5307|5|312
2501001000-SAL DE MESA|B_LOG|0.2673|1.0|0.1574|0.3786|5|312
2501001000-SAL DE MESA|C_WINS|0.0211|0.1|0.0118|0.2655|5|312
2501002000-CLORURO DE SODIO, CON PUREZA >= A 99,5%, INCLUSO EN DISOLUCION ACUOSA|A_BASELINE|0.4182|1.0|0.2782|0.5874|5|149
2501002000-CLORURO DE SODIO, CON PUREZA >= A 99,5%, INCLUSO EN DISOLUCION ACUOSA|B_LOG|0.4182|1.0|0.2782|0.5874|5|149
2501002000-CLORURO DE SODIO, CON PUREZA >= A 99,5%, INCLUSO EN DISOLUCION ACUOSA|C_WINS|0.0267|0.1|0.0154|0.4305|5|149
2501009990-DEMAS SALES INCL. EN DISOLUCION ACUOSA O CON ADICION DE ANTIGLOMERANTES O DE AGENTES|A_BASELINE|0.6714|1.0|0.5167|0.6437|5|157
2501009990-DEMAS SALES INCL. EN DISOLUCION ACUOSA O CON ADICION DE ANTIGLOMERANTES O DE AGENTES|B_LOG|0.2089|0.8|0.1222|0.3515|5|157
2501009990-DEMAS SALES INCL. EN DISOLUCION ACUOSA O CON ADICION DE ANTIGLOMERANTES O DE AGENTES|C_WINS|0.0|0.0|0.0|0.2611|5|157
2502000000-PIRITAS DE HIERRO SIN TOSTAR|A_BASELINE|0.0|0.0|0.0|0.0|5|148
2502000000-PIRITAS DE HIERRO SIN TOSTAR|B_LOG|0.0|0.0|0.0|0.0|5|148
2502000000-PIRITAS DE HIERRO SIN TOSTAR|C_WINS|0.0|0.0|0.0|0.0|5|148
2503000000-AZUFRE DE CUALQUIER CLASE, EXCEPTO EL SUBLIMADO, EL PRECIPITADO Y EL COLOIDAL|A_BASELINE|0.9333|1.0|0.9|0.9222|5|42
2503000000-AZUFRE DE CUALQUIER CLASE, EXCEPTO EL SUBLIMADO, EL PRECIPITADO Y EL COLOIDAL|B_LOG|0.9333|1.0|0.9|0.9222|5|42
2503000000-AZUFRE DE CUALQUIER CLASE, EXCEPTO EL SUBLIMADO, EL PRECIPITADO Y EL COLOIDAL|C_WINS|0.0|0.0|0.0|0.1889|5|42
2505100000-ARENAS SILICEAS Y ARENAS CUARZOSAS|A_BASELINE|0.96|1.0|0.9333|0.9429|5|103
2505100000-ARENAS SILICEAS Y ARENAS CUARZOSAS|B_LOG|0.8933|1.0|0.8333|0.8529|5|103
2505100000-ARENAS SILICEAS Y ARENAS CUARZOSAS|C_WINS|0.2333|0.4|0.1667|0.2543|5|103
2506100000-CUARZO|A_BASELINE|0.0|0.0|0.0|0.0|5|27
2506100000-CUARZO|B_LOG|0.0|0.0|0.0|0.0|5|27
2506100000-CUARZO|C_WINS|0.0|0.0|0.0|0.0|5|27
2507001000-CAOLIN, INCLUSO CALCINADO|A_BASELINE|0.67|0.5057|1.0|0.5057|5|87
2507001000-CAOLIN, INCLUSO CALCINADO|B_LOG|0.67|0.5057|1.0|0.5057|5|87
2507001000-CAOLIN, INCLUSO CALCINADO|C_WINS|0.1943|0.2|0.2|0.2379|5|87
2508100000-BENTONITA|A_BASELINE|0.9778|0.96|1.0|0.96|5|366
2508100000-BENTONITA|B_LOG|1.0|1.0|1.0|1.0|5|366
2508100000-BENTONITA|C_WINS|0.0|0.0|0.0|0.0464|5|366
2508400000-TIERRAS DECOLORANTES Y TIERRAS DE BATAN|A_BASELINE|0.2|0.2|0.2|0.2|5|54
2508400000-TIERRAS DECOLORANTES Y TIERRAS DE BATAN|B_LOG|0.2|0.2|0.2|0.2|5|54
2508400000-TIERRAS DECOLORANTES Y TIERRAS DE BATAN|C_WINS|0.0|0.0|0.0|0.0182|5|54
2508500000-ANDALUCITA, CIANITA Y SILIMANITA|A_BASELINE|0.8743|0.7833|1.0|0.7833|5|340
2508500000-ANDALUCITA, CIANITA Y SILIMANITA|B_LOG|0.8743|0.7833|1.0|0.7833|5|340
2508500000-ANDALUCITA, CIANITA Y SILIMANITA|C_WINS|0.0|0.0|0.0|0.0412|5|340
2509000000-CRETA|A_BASELINE|0.8533|0.7667|1.0|0.7667|5|146
2509000000-CRETA|B_LOG|0.8533|0.7667|1.0|0.7667|5|146
2509000000-CRETA|C_WINS|0.0|0.0|0.0|0.0547|5|146
2510100000-FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER|A_BASELINE|0.8648|0.7833|1.0|0.7833|5|253
2510100000-FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER|B_LOG|0.8362|0.7333|1.0|0.7333|5|253
2510100000-FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER|C_WINS|0.2667|0.4|0.2|0.2433|5|253
2511100000-SULFATO DE BARIO NATURAL (BARITINA)|A_BASELINE|0.05|0.2|0.0286|0.1696|5|234
2511100000-SULFATO DE BARIO NATURAL (BARITINA)|B_LOG|0.05|0.2|0.0286|0.1696|5|234
2511100000-SULFATO DE BARIO NATURAL (BARITINA)|C_WINS|0.0|0.0|0.0|0.1452|5|234
2512000000-HARINAS SILICEAS FOSILES (POR EJ: KIESELGUHR, TRIPOLITA, DIATOMITA) Y DEMAS TIERRAS|A_BASELINE|0.5701|0.4026|1.0|0.4026|5|342
2512000000-HARINAS SILICEAS FOSILES (POR EJ: KIESELGUHR, TRIPOLITA, DIATOMITA) Y DEMAS TIERRAS|B_LOG|0.5701|0.4026|1.0|0.4026|5|342
2512000000-HARINAS SILICEAS FOSILES (POR EJ: KIESELGUHR, TRIPOLITA, DIATOMITA) Y DEMAS TIERRAS|C_WINS|0.0|0.0|0.0|0.0818|5|342
2517100000-CANTOS, GRAVA, PIEDRAS MACHACADAS, DE GENERALMENTE UTILIZ. P` HACER HORMIGON|A_BASELINE|0.9623|0.9294|1.0|0.9294|5|534
2517100000-CANTOS, GRAVA, PIEDRAS MACHACADAS, DE GENERALMENTE UTILIZ. P` HACER HORMIGON|B_LOG|0.9464|0.8989|1.0|0.8989|5|534
2517100000-CANTOS, GRAVA, PIEDRAS MACHACADAS, DE GENERALMENTE UTILIZ. P` HACER HORMIGON|C_WINS|0.1|0.2167|0.0654|0.1512|5|534
2520100000-YESO NATURAL; ANHIDRITA|A_BASELINE|0.9258|1.0|0.8681|0.9002|5|281
2520100000-YESO NATURAL; ANHIDRITA|B_LOG|0.9258|1.0|0.8681|0.9002|5|281
2520100000-YESO NATURAL; ANHIDRITA|C_WINS|0.0681|0.1567|0.044|0.2428|5|281
2520200000-YESO FRAGUABLE|A_BASELINE|0.7333|0.8|0.7|0.7364|5|53
2520200000-YESO FRAGUABLE|B_LOG|0.7333|0.8|0.7|0.7364|5|53
2520200000-YESO FRAGUABLE|C_WINS|0.2|0.2|0.2|0.2945|5|53
2522100000-CAL VIVA|A_BASELINE|0.0|0.0|0.0|0.0|5|183
2522100000-CAL VIVA|B_LOG|0.0|0.0|0.0|0.0|5|183
2522100000-CAL VIVA|C_WINS|0.0|0.0|0.0|0.0|5|183
2523210000-CEMENTO PORTLAND BLANCO, INCLUSO COLOREADO ARTIFICIALMENTE|A_BASELINE|0.0|0.0|0.0|0.0|5|33
2523210000-CEMENTO PORTLAND BLANCO, INCLUSO COLOREADO ARTIFICIALMENTE|B_LOG|0.0|0.0|0.0|0.0|5|33
2523210000-CEMENTO PORTLAND BLANCO, INCLUSO COLOREADO ARTIFICIALMENTE|C_WINS|0.0|0.0|0.0|0.0|5|33
2523290000-CEMENTO PORTLAND, EXCEPTO CEMENTO BLANCO O COLOREADO ARTIFICIALMENTE|A_BASELINE|0.134|1.0|0.0719|0.4575|5|2142
2523290000-CEMENTO PORTLAND, EXCEPTO CEMENTO BLANCO O COLOREADO ARTIFICIALMENTE|B_LOG|0.134|1.0|0.0719|0.4575|5|2142
2523290000-CEMENTO PORTLAND, EXCEPTO CEMENTO BLANCO O COLOREADO ARTIFICIALMENTE|C_WINS|0.0|0.0|0.0|0.4155|5|2142
2526200000-ESTEATITA NATURAL, TALCO, TRITURADOS O PULVERIZADOS|A_BASELINE|1.0|1.0|1.0|1.0|5|292
2526200000-ESTEATITA NATURAL, TALCO, TRITURADOS O PULVERIZADOS|B_LOG|1.0|1.0|1.0|1.0|5|292
2526200000-ESTEATITA NATURAL, TALCO, TRITURADOS O PULVERIZADOS|C_WINS|0.1|0.2|0.0667|0.1591|5|292
2528001000-BORATOS DE SODIO NATURALES Y SUS CONCENTRADOS (INCLUSO CALCINADOS)|A_BASELINE|0.0|0.0|0.0|0.0|5|130
2528001000-BORATOS DE SODIO NATURALES Y SUS CONCENTRADOS (INCLUSO CALCINADOS)|B_LOG|0.0|0.0|0.0|0.0|5|130
2528001000-BORATOS DE SODIO NATURALES Y SUS CONCENTRADOS (INCLUSO CALCINADOS)|C_WINS|0.0|0.0|0.0|0.0|5|130
2529100000-FELDESPATO|A_BASELINE|0.0|0.0|0.0|0.0|5|32
2529100000-FELDESPATO|B_LOG|0.0|0.0|0.0|0.0|5|32
2529100000-FELDESPATO|C_WINS|0.0|0.0|0.0|0.0|5|32
2530900090-LAS DEMAS MATERIAS MINERALES NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE|A_BASELINE|0.4941|1.0|0.3524|0.6068|5|83
2530900090-LAS DEMAS MATERIAS MINERALES NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE|B_LOG|0.2909|0.4|0.2286|0.5315|5|83
2530900090-LAS DEMAS MATERIAS MINERALES NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE|C_WINS|0.1516|0.5|0.0905|0.4372|5|83
2601110000-MINERALES DE HIERRO Y SUS CONCENTRADOS, SIN AGLOMERAR|A_BASELINE|0.4931|0.3288|1.0|0.3288|5|468
2601110000-MINERALES DE HIERRO Y SUS CONCENTRADOS, SIN AGLOMERAR|B_LOG|0.4931|0.3288|1.0|0.3288|5|468
2601110000-MINERALES DE HIERRO Y SUS CONCENTRADOS, SIN AGLOMERAR|C_WINS|0.0|0.0|0.0|0.0384|5|468
2603000000-MINERALES DE COBRE Y SUS CONCENTRADOS|A_BASELINE|0.6885|0.536|0.9724|0.5227|5|1297
2603000000-MINERALES DE COBRE Y SUS CONCENTRADOS|B_LOG|0.623|0.4538|1.0|0.4538|5|1297
2603000000-MINERALES DE COBRE Y SUS CONCENTRADOS|C_WINS|0.0426|0.1333|0.0267|0.0636|5|1297
2608000010-CONCENTRADOS DE CINC DE BAJA LEY|A_BASELINE|1.0|1.0|1.0|1.0|5|52
2608000010-CONCENTRADOS DE CINC DE BAJA LEY|B_LOG|1.0|1.0|1.0|1.0|5|52
2608000010-CONCENTRADOS DE CINC DE BAJA LEY|C_WINS|0.1333|0.2|0.1|0.2727|5|52
2608000090-MINERALES DE CINC Y SUS DEMAS CONCENTRADOS|A_BASELINE|0.9713|0.9464|1.0|0.9464|5|733
2608000090-MINERALES DE CINC Y SUS DEMAS CONCENTRADOS|B_LOG|0.9008|0.8361|1.0|0.8361|5|733
2608000090-MINERALES DE CINC Y SUS DEMAS CONCENTRADOS|C_WINS|0.0|0.0|0.0|0.0423|5|733
2613900000-MINERALES DE MOLIBDENO Y SUS CONCENTRADOS, SIN TOSTAR|A_BASELINE|0.8333|0.7667|1.0|0.7667|5|372
2613900000-MINERALES DE MOLIBDENO Y SUS CONCENTRADOS, SIN TOSTAR|B_LOG|0.6238|0.5|1.0|0.5|5|372
2613900000-MINERALES DE MOLIBDENO Y SUS CONCENTRADOS, SIN TOSTAR|C_WINS|0.0|0.0|0.0|0.0134|5|372
2616901000-MINERALES DE ORO Y SUS CONCENTRADOS|A_BASELINE|0.7867|0.6667|1.0|0.6667|5|179
2616901000-MINERALES DE ORO Y SUS CONCENTRADOS|B_LOG|1.0|1.0|1.0|1.0|5|179
2616901000-MINERALES DE ORO Y SUS CONCENTRADOS|C_WINS|0.0|0.0|0.0|0.0446|5|179
2701110000-ANTRACITAS|A_BASELINE|0.5467|0.3833|1.0|0.3833|5|611
2701110000-ANTRACITAS|B_LOG|0.6267|0.4667|1.0|0.4667|5|611
2701110000-ANTRACITAS|C_WINS|0.0|0.0|0.0|0.0131|5|611
3301902000-OLEORRESINAS DE EXTRACCION|A_BASELINE|0.0|0.0|0.0|0.0|5|21
3301902000-OLEORRESINAS DE EXTRACCION|B_LOG|0.0|0.0|0.0|0.0|5|21
3301902000-OLEORRESINAS DE EXTRACCION|C_WINS|0.0|0.0|0.0|0.0|5|21
3302109000-DEMAS MEZCLAS DE SUST. ODORIFERAS P` INDUST. ALIMENTARIA O DE BEBIDAS .|A_BASELINE|0.0308|0.0167|0.2|0.0167|5|1308
3302109000-DEMAS MEZCLAS DE SUST. ODORIFERAS P` INDUST. ALIMENTARIA O DE BEBIDAS .|B_LOG|0.2|0.2|0.2|0.2|5|1308
3302109000-DEMAS MEZCLAS DE SUST. ODORIFERAS P` INDUST. ALIMENTARIA O DE BEBIDAS .|C_WINS|0.0|0.0|0.0|0.0008|5|1308
3816000000-AGLOMERADO DE DOLOMITA|A_BASELINE|0.48|0.45|0.6|0.45|5|166
3816000000-AGLOMERADO DE DOLOMITA|B_LOG|0.6|0.6|0.6|0.6|5|166
3816000000-AGLOMERADO DE DOLOMITA|C_WINS|0.0|0.0|0.0|0.0241|5|166
401200000-LECHE Y NATA S/CONCENT.C/ CONT. MAT.GRASAS > A 1% Y <= 6% EN PESO,S/AZUC. NI EDULCOR.|A_BASELINE|0.9714|0.95|1.0|0.95|5|262
401200000-LECHE Y NATA S/CONCENT.C/ CONT. MAT.GRASAS > A 1% Y <= 6% EN PESO,S/AZUC. NI EDULCOR.|B_LOG|0.9818|1.0|0.9667|0.9704|5|262
401200000-LECHE Y NATA S/CONCENT.C/ CONT. MAT.GRASAS > A 1% Y <= 6% EN PESO,S/AZUC. NI EDULCOR.|C_WINS|0.2349|0.4667|0.1667|0.2176|5|262
402911000-LECHE EVAPORADA SIN AZUCAR NI EDULCORANTE|A_BASELINE|0.7481|0.5989|1.0|0.5989|5|1042
402911000-LECHE EVAPORADA SIN AZUCAR NI EDULCORANTE|B_LOG|0.7843|0.6478|1.0|0.6478|5|1042
402911000-LECHE EVAPORADA SIN AZUCAR NI EDULCORANTE|C_WINS|0.1|0.3|0.06|0.0951|5|1042
402991000-LECHE CONDENSADA|A_BASELINE|0.8166|0.7076|1.0|0.7076|5|195
402991000-LECHE CONDENSADA|B_LOG|0.8756|0.7867|1.0|0.7867|5|195
402991000-LECHE CONDENSADA|C_WINS|0.0|0.0|0.0|0.1026|5|195
"403200010-YOGURT AROMATIZADOS O CON FRUTAS U OTROS FRUTOS O CACAO, INCLUSO CON ADICIÃ""N DE AZÃšCA"|A_BASELINE|0.922|1.0|0.8595|0.8861|5|526
"403200010-YOGURT AROMATIZADOS O CON FRUTAS U OTROS FRUTOS O CACAO, INCLUSO CON ADICIÃ""N DE AZÃšCA"|B_LOG|0.9741|1.0|0.9495|0.959|5|526
"403200010-YOGURT AROMATIZADOS O CON FRUTAS U OTROS FRUTOS O CACAO, INCLUSO CON ADICIÃ""N DE AZÃšCA"|C_WINS|0.0|0.0|0.0|0.1882|5|526
403200090-LOS DEMÃS YOGURTS|A_BASELINE|0.2333|0.1667|0.4|0.1667|5|29
403200090-LOS DEMÃS YOGURTS|B_LOG|0.3|0.2667|0.4|0.2667|5|29
403200090-LOS DEMÃS YOGURTS|C_WINS|0.0|0.0|0.0|0.0667|5|29
406100000-QUESO FRESCO (SIN MADURAR), INCLUIDO EL DEL LACTOSUERO, Y EL REQUESON|A_BASELINE|0.4667|0.4|0.6|0.4|5|25
406100000-QUESO FRESCO (SIN MADURAR), INCLUIDO EL DEL LACTOSUERO, Y EL REQUESON|B_LOG|0.5333|0.5|0.6|0.5|5|25
