subpartida|variante|f1_promedio_subpartida|precision_promedio_subpartida|recall_promedio_subpartida|pr_auc_promedio_subpartida|folds|registros_test_total
7010100000-AMPOLLAS DE VIDRIO|B_LOG|0.96|0.9333|1.0|0.9333|5|103
7010100000-AMPOLLAS DE VIDRIO|C_WINS|0.0|0.0|0.0|0.1162|5|103
7010901000-BOMBONAS (DAMAJUANAS), BOTELLAS, FRASCOS Y SIMILARES, DE VIDRIO, DE CAPACIDAD > 1 L|A_BASELINE|0.4133|0.8|0.2833|0.5583|5|44
7010901000-BOMBONAS (DAMAJUANAS), BOTELLAS, FRASCOS Y SIMILARES, DE VIDRIO, DE CAPACIDAD > 1 L|B_LOG|0.08|0.2|0.05|0.4139|5|44
7010901000-BOMBONAS (DAMAJUANAS), BOTELLAS, FRASCOS Y SIMILARES, DE VIDRIO, DE CAPACIDAD > 1 L|C_WINS|0.1|0.2|0.0667|0.4306|5|44
7010902000-BOMBONAS (DAMAJUANAS), BOTELLAS, FRASCOS Y SIMILARES, DE VIDRIO, 0,33<CAPACIDAD<= 1 L|A_BASELINE|0.9378|0.8933|1.0|0.8933|5|365
7010902000-BOMBONAS (DAMAJUANAS), BOTELLAS, FRASCOS Y SIMILARES, DE VIDRIO, 0,33<CAPACIDAD<= 1 L|B_LOG|0.8756|0.7867|1.0|0.7867|5|365
7010902000-BOMBONAS (DAMAJUANAS), BOTELLAS, FRASCOS Y SIMILARES, DE VIDRIO, 0,33<CAPACIDAD<= 1 L|C_WINS|0.0667|0.1|0.05|0.0771|5|365
7010903000-BOMBONAS (DAMAJUANAS),BOTELLAS,FRASCOS Y SIMILARES, DE VIDRIO, 0,15<CAPACIDAD<=0,33 L|A_BASELINE|0.4|0.4|0.4|0.4|5|196
7010903000-BOMBONAS (DAMAJUANAS),BOTELLAS,FRASCOS Y SIMILARES, DE VIDRIO, 0,15<CAPACIDAD<=0,33 L|B_LOG|0.4|0.4|0.4|0.4|5|196
7010903000-BOMBONAS (DAMAJUANAS),BOTELLAS,FRASCOS Y SIMILARES, DE VIDRIO, 0,15<CAPACIDAD<=0,33 L|C_WINS|0.0|0.0|0.0|0.0103|5|196
7010904000-BOMBONAS (DAMAJUANAS),BOTELLAS,FRASCOS Y SIMILARES, DE VIDRIO, CAPACIDAD <= 0,15 L|A_BASELINE|0.8209|0.7001|1.0|0.7001|5|1386
7010904000-BOMBONAS (DAMAJUANAS),BOTELLAS,FRASCOS Y SIMILARES, DE VIDRIO, CAPACIDAD <= 0,15 L|B_LOG|0.5607|0.3901|1.0|0.3901|5|1386
7010904000-BOMBONAS (DAMAJUANAS),BOTELLAS,FRASCOS Y SIMILARES, DE VIDRIO, CAPACIDAD <= 0,15 L|C_WINS|0.0235|0.1|0.0133|0.0586|5|1386
7013280000-LOS DEMAS RECIPIENTES PARA BEBER DE VIDRIO|A_BASELINE|0.0|0.0|0.0|0.0|5|131
7013280000-LOS DEMAS RECIPIENTES PARA BEBER DE VIDRIO|B_LOG|0.0|0.0|0.0|0.0|5|131
7013280000-LOS DEMAS RECIPIENTES PARA BEBER DE VIDRIO|C_WINS|0.0|0.0|0.0|0.0|5|131
7013370000-LOS DEMAS RECIPIENTES PARA BEBER DE VIDRIO|A_BASELINE|0.6965|0.5705|1.0|0.5705|5|413
7013370000-LOS DEMAS RECIPIENTES PARA BEBER DE VIDRIO|B_LOG|0.0|0.0|0.0|0.0266|5|413
7013370000-LOS DEMAS RECIPIENTES PARA BEBER DE VIDRIO|C_WINS|0.1333|0.2|0.1|0.1242|5|413
7013490000-LOS DEMAS ARTICULOS DE VIDRIO P` SERVICO DE MESA|A_BASELINE|0.0|0.0|0.0|0.0|5|90
7013490000-LOS DEMAS ARTICULOS DE VIDRIO P` SERVICO DE MESA|B_LOG|0.0|0.0|0.0|0.0|5|90
7013490000-LOS DEMAS ARTICULOS DE VIDRIO P` SERVICO DE MESA|C_WINS|0.0|0.0|0.0|0.0|5|90
7013990000-DEMAS ARTIC. DE VIDRIO P` COCINA, OFICINA O SIMILARES EXCP. DE CRISTAL AL PLOMO|A_BASELINE|0.04|0.08|0.0267|0.121|5|631
7013990000-DEMAS ARTIC. DE VIDRIO P` COCINA, OFICINA O SIMILARES EXCP. DE CRISTAL AL PLOMO|B_LOG|0.981|0.964|1.0|0.964|5|631
7013990000-DEMAS ARTIC. DE VIDRIO P` COCINA, OFICINA O SIMILARES EXCP. DE CRISTAL AL PLOMO|C_WINS|0.0|0.0|0.0|0.1189|5|631
7017900000-LOS DEMAS ARTICULOS DE VIDRIO P` LABORATORIO,HIGIENE O FARMACIA|A_BASELINE|0.0|0.0|0.0|0.0|5|20
7017900000-LOS DEMAS ARTICULOS DE VIDRIO P` LABORATORIO,HIGIENE O FARMACIA|B_LOG|0.0|0.0|0.0|0.0|5|20
7017900000-LOS DEMAS ARTICULOS DE VIDRIO P` LABORATORIO,HIGIENE O FARMACIA|C_WINS|0.0|0.0|0.0|0.0|5|20
7018900090-ESTATUILLA Y DEMAS ARTICULOS DE ADORNO DE VIDRIO|A_BASELINE|0.0|0.0|0.0|0.0|5|32
7018900090-ESTATUILLA Y DEMAS ARTICULOS DE ADORNO DE VIDRIO|B_LOG|0.0|0.0|0.0|0.0|5|32
7018900090-ESTATUILLA Y DEMAS ARTICULOS DE ADORNO DE VIDRIO|C_WINS|0.0|0.0|0.0|0.0|5|32
701900000-LAS DEMAS PAPAS (PATATAS), FRESCAS O REFRIGERADAS|A_BASELINE|0.5313|1.0|0.3645|0.5367|5|395
701900000-LAS DEMAS PAPAS (PATATAS), FRESCAS O REFRIGERADAS|B_LOG|0.4175|1.0|0.271|0.4685|5|395
701900000-LAS DEMAS PAPAS (PATATAS), FRESCAS O REFRIGERADAS|C_WINS|0.0856|0.5333|0.0472|0.2898|5|395
7019900000-LAS DEMÃS FIBRA DE VIDRIO (INCLUIDA LA LANA DE VIDRIO) Y MANUFACTURAS DE ESTA MATERIA|A_BASELINE|0.5|0.4667|0.6|0.4667|5|59
7019900000-LAS DEMÃS FIBRA DE VIDRIO (INCLUIDA LA LANA DE VIDRIO) Y MANUFACTURAS DE ESTA MATERIA|B_LOG|0.0|0.0|0.0|0.0515|5|59
7019900000-LAS DEMÃS FIBRA DE VIDRIO (INCLUIDA LA LANA DE VIDRIO) Y MANUFACTURAS DE ESTA MATERIA|C_WINS|0.0|0.0|0.0|0.0515|5|59
702000000-TOMATES FRESCOS O REFRIGERADOS.|A_BASELINE|0.0|0.0|0.0|0.0|5|239
702000000-TOMATES FRESCOS O REFRIGERADOS.|B_LOG|0.0|0.0|0.0|0.0|5|239
702000000-TOMATES FRESCOS O REFRIGERADOS.|C_WINS|0.0|0.0|0.0|0.0|5|239
7020009000-LAS DEMAS MANUFACTURAS DE VIDRIO.|A_BASELINE|0.0|0.0|0.0|0.0|5|49
7020009000-LAS DEMAS MANUFACTURAS DE VIDRIO.|B_LOG|0.0|0.0|0.0|0.0|5|49
7020009000-LAS DEMAS MANUFACTURAS DE VIDRIO.|C_WINS|0.0|0.0|0.0|0.0|5|49
703100000-CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS|A_BASELINE|0.6212|0.4507|1.0|0.4507|5|9659
703100000-CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS|B_LOG|0.6668|0.5008|1.0|0.5008|5|9659
703100000-CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS|C_WINS|0.0034|0.0077|0.0022|0.0472|5|9659
703209000-AJOS, FRESCOS O REFRIGERADOS|A_BASELINE|0.8356|0.911|0.7769|0.7323|5|640
703209000-AJOS, FRESCOS O REFRIGERADOS|B_LOG|0.9536|0.9857|0.9253|0.9198|5|640
703209000-AJOS, FRESCOS O REFRIGERADOS|C_WINS|0.0752|0.35|0.044|0.1253|5|640
705110000-LECHUGAS REPOLLADAS, FRESCAS O REFRIGERADAS|A_BASELINE|0.0|0.0|0.0|0.0|5|127
705110000-LECHUGAS REPOLLADAS, FRESCAS O REFRIGERADAS|B_LOG|0.0|0.0|0.0|0.0|5|127
705110000-LECHUGAS REPOLLADAS, FRESCAS O REFRIGERADAS|C_WINS|0.0|0.0|0.0|0.0|5|127
705190000-LAS DEMAS LECHUGAS, FRESCAS O REFRIGERADAS|A_BASELINE|0.984|0.9689|1.0|0.9689|5|920
705190000-LAS DEMAS LECHUGAS, FRESCAS O REFRIGERADAS|B_LOG|0.984|0.9689|1.0|0.9689|5|920
705190000-LAS DEMAS LECHUGAS, FRESCAS O REFRIGERADAS|C_WINS|0.025|0.0583|0.016|0.1339|5|920
708100000-ARVEJAS (GUISANTES, CHICHAROS) (PISUM SATIVUM) FRESCAS O REFRIGERADAS|A_BASELINE|0.088|0.1331|0.0667|0.0624|5|2180
708100000-ARVEJAS (GUISANTES, CHICHAROS) (PISUM SATIVUM) FRESCAS O REFRIGERADAS|B_LOG|0.4787|0.8188|0.3417|0.32|5|2180
708100000-ARVEJAS (GUISANTES, CHICHAROS) (PISUM SATIVUM) FRESCAS O REFRIGERADAS|C_WINS|0.0|0.0|0.0|0.055|5|2180
708200000-FRIJOLES(FREJOLES,POROTOS,ALUBIAS,JUDIAS) (VIGNA SPP, PHASEOLUS SPP) FRESCOS O REFRIG|A_BASELINE|0.0|0.0|0.0|0.0|5|542
708200000-FRIJOLES(FREJOLES,POROTOS,ALUBIAS,JUDIAS) (VIGNA SPP, PHASEOLUS SPP) FRESCOS O REFRIG|B_LOG|0.0|0.0|0.0|0.0|5|542
708200000-FRIJOLES(FREJOLES,POROTOS,ALUBIAS,JUDIAS) (VIGNA SPP, PHASEOLUS SPP) FRESCOS O REFRIG|C_WINS|0.0|0.0|0.0|0.0|5|542
708900000-LAS DEMAS HORTALIZAS (INC. SILVESTRES) DE VAINA, FRESCAS O REFRIGERADAS|A_BASELINE|0.2|0.2|0.2|0.28|5|26
708900000-LAS DEMAS HORTALIZAS (INC. SILVESTRES) DE VAINA, FRESCAS O REFRIGERADAS|B_LOG|0.4|0.4|0.4|0.4|5|26
708900000-LAS DEMAS HORTALIZAS (INC. SILVESTRES) DE VAINA, FRESCAS O REFRIGERADAS|C_WINS|0.2|0.2|0.2|0.28|5|26
709200000-ESPARRAGOS, FRESCOS O REFRIGERADOS|A_BASELINE|0.3135|0.1966|0.7908|0.1579|5|15825
709200000-ESPARRAGOS, FRESCOS O REFRIGERADOS|B_LOG|0.7028|0.5455|1.0|0.5455|5|15825
709200000-ESPARRAGOS, FRESCOS O REFRIGERADOS|C_WINS|0.0|0.0|0.0|0.0048|5|15825
709600000-FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, FRESCOS O REFRIGERADOS|A_BASELINE|0.0243|0.0127|0.3|0.0125|5|1726
709600000-FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, FRESCOS O REFRIGERADOS|B_LOG|0.2049|0.1151|1.0|0.1151|5|1726
709600000-FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, FRESCOS O REFRIGERADOS|C_WINS|0.0|0.0|0.0|0.0041|5|1726
709910000-ALCACHOFAS FRESCAS O REFRIGERADAS|A_BASELINE|0.0|0.0|0.0|0.0|5|166
709910000-ALCACHOFAS FRESCAS O REFRIGERADAS|B_LOG|0.0|0.0|0.0|0.0|5|166
709910000-ALCACHOFAS FRESCAS O REFRIGERADAS|C_WINS|0.0|0.0|0.0|0.0|5|166
709920000-ACEITUNAS FRESCAS O REFRIGERADAS|A_BASELINE|0.0|0.0|0.0|0.0|5|51
709920000-ACEITUNAS FRESCAS O REFRIGERADAS|B_LOG|0.0|0.0|0.0|0.0|5|51
709920000-ACEITUNAS FRESCAS O REFRIGERADAS|C_WINS|0.0|0.0|0.0|0.0|5|51
709930000-CALABAZAS FRESCAS O REFRIGERADAS|A_BASELINE|0.0|0.0|0.0|0.0|5|795
709930000-CALABAZAS FRESCAS O REFRIGERADAS|B_LOG|0.0|0.0|0.0|0.0|5|795
709930000-CALABAZAS FRESCAS O REFRIGERADAS|C_WINS|0.0|0.0|0.0|0.0|5|795
709991000-MAIZ DULCE FRESCO O REFRIGERADO|A_BASELINE|0.0|0.0|0.0|0.0|5|91
709991000-MAIZ DULCE FRESCO O REFRIGERADO|B_LOG|0.0|0.0|0.0|0.0|5|91
709991000-MAIZ DULCE FRESCO O REFRIGERADO|C_WINS|0.0|0.0|0.0|0.0|5|91
709999000-LAS DEMAS HORTALIZAS FRESCAS O REFRIGERADAS|A_BASELINE|0.6482|1.0|0.4839|0.5992|5|694
709999000-LAS DEMAS HORTALIZAS FRESCAS O REFRIGERADAS|B_LOG|0.6837|1.0|0.5226|0.6292|5|694
709999000-LAS DEMAS HORTALIZAS FRESCAS O REFRIGERADAS|C_WINS|0.0235|0.15|0.0129|0.2253|5|694
710100000-PAPAS (PATATAS), AUNQUE ESTEN COCIDAS EN AGUA O VAPOR, CONGELADAS|A_BASELINE|0.6833|0.6057|0.8667|0.5472|5|247
710100000-PAPAS (PATATAS), AUNQUE ESTEN COCIDAS EN AGUA O VAPOR, CONGELADAS|B_LOG|0.8648|0.7833|1.0|0.7833|5|247
710100000-PAPAS (PATATAS), AUNQUE ESTEN COCIDAS EN AGUA O VAPOR, CONGELADAS|C_WINS|0.0|0.0|0.0|0.0526|5|247
710290000-LAS DEMAS HORTALIZAS DE VAINA,INCLUSO DESVAINADAS,COCIDAS EN AGUA O VAPOR O CONGELADA|A_BASELINE|0.8133|1.0|0.7|0.712|5|332
710290000-LAS DEMAS HORTALIZAS DE VAINA,INCLUSO DESVAINADAS,COCIDAS EN AGUA O VAPOR O CONGELADA|B_LOG|0.88|1.0|0.8|0.809|5|332
710290000-LAS DEMAS HORTALIZAS DE VAINA,INCLUSO DESVAINADAS,COCIDAS EN AGUA O VAPOR O CONGELADA|C_WINS|0.0|0.0|0.0|0.0391|5|332
710400000-MAIZ DULCE CONGELADO|A_BASELINE|0.8751|0.7891|0.9857|0.7775|5|1377
710400000-MAIZ DULCE CONGELADO|B_LOG|0.8491|0.7405|1.0|0.7405|5|1377
710400000-MAIZ DULCE CONGELADO|C_WINS|0.0|0.0|0.0|0.0537|5|1377
7106911000-PLATA EN BRUTO SIN ALEAR|A_BASELINE|0.0|0.0|0.0|0.0|5|166
7106911000-PLATA EN BRUTO SIN ALEAR|B_LOG|0.0|0.0|0.0|0.0|5|166
7106911000-PLATA EN BRUTO SIN ALEAR|C_WINS|0.0|0.0|0.0|0.0|5|166
710801000-ESPARRAGOS, AUNQUE ESTEN COCIDOS EN AGUA O VAPOR, CONGELADOS|A_BASELINE|0.0|0.0|0.0|0.0|5|246
710801000-ESPARRAGOS, AUNQUE ESTEN COCIDOS EN AGUA O VAPOR, CONGELADOS|B_LOG|0.0|0.0|0.0|0.0|5|246
710801000-ESPARRAGOS, AUNQUE ESTEN COCIDOS EN AGUA O VAPOR, CONGELADOS|C_WINS|0.0|0.0|0.0|0.0|5|246
710809000-LAS DEMAS HORTALIZAS AUNQUE ESTEN COCIDAS EN AGUA O VAPOR, CONGELADAS|A_BASELINE|0.7587|0.6735|0.8702|0.594|5|1647
710809000-LAS DEMAS HORTALIZAS AUNQUE ESTEN COCIDAS EN AGUA O VAPOR, CONGELADAS|B_LOG|0.8379|0.7238|1.0|0.7238|5|1647
710809000-LAS DEMAS HORTALIZAS AUNQUE ESTEN COCIDAS EN AGUA O VAPOR, CONGELADAS|C_WINS|0.0|0.0|0.0|0.0559|5|1647
7108120000-ORO EN LAS DEMAS FORMAS EN BRUTO|A_BASELINE|0.9501|0.978|0.9237|0.9121|5|14491
7108120000-ORO EN LAS DEMAS FORMAS EN BRUTO|B_LOG|0.9406|0.888|1.0|0.888|5|14491
7108120000-ORO EN LAS DEMAS FORMAS EN BRUTO|C_WINS|0.0114|0.0376|0.0067|0.1127|5|14491
710900000-MEZCLAS DE HORTALIZAS AUNQUE ESTEN COCIDAS EN AGUA O AL VAPOR O CONGELADAS|A_BASELINE|0.4229|0.6|0.35|0.5645|5|51
710900000-MEZCLAS DE HORTALIZAS AUNQUE ESTEN COCIDAS EN AGUA O AL VAPOR O CONGELADAS|B_LOG|0.3314|0.6|0.25|0.5045|5|51
710900000-MEZCLAS DE HORTALIZAS AUNQUE ESTEN COCIDAS EN AGUA O AL VAPOR O CONGELADAS|C_WINS|0.0|0.0|0.0|0.3527|5|51
711200000-ACEITUNAS CONSERVADAS PROVISIONALMENTE, TODAVIA IMPROPIAS EL CONSUMO INMEDIATO|A_BASELINE|0.0|0.0|0.0|0.0|5|687
711200000-ACEITUNAS CONSERVADAS PROVISIONALMENTE, TODAVIA IMPROPIAS EL CONSUMO INMEDIATO|B_LOG|0.0|0.0|0.0|0.0|5|687
711200000-ACEITUNAS CONSERVADAS PROVISIONALMENTE, TODAVIA IMPROPIAS EL CONSUMO INMEDIATO|C_WINS|0.0|0.0|0.0|0.0|5|687
711900000-DEMAS HORTALIZAS CONSERV. PROVISIONALMENTE, IMPROPIAS PARA EL CONSUMO INMEDIATO|A_BASELINE|0.396|1.0|0.2524|0.5905|5|71
711900000-DEMAS HORTALIZAS CONSERV. PROVISIONALMENTE, IMPROPIAS PARA EL CONSUMO INMEDIATO|B_LOG|0.0571|0.2|0.0333|0.4695|5|71
711900000-DEMAS HORTALIZAS CONSERV. PROVISIONALMENTE, IMPROPIAS PARA EL CONSUMO INMEDIATO|C_WINS|0.1071|0.4|0.0619|0.4838|5|71
712200000-CEBOLLAS SECAS,CORTADAS EN TROZOS O RODAJAS,O TRITUR.,O PULVER.,SIN OTRA PREPARACION|A_BASELINE|0.0|0.0|0.0|0.0|5|25
712200000-CEBOLLAS SECAS,CORTADAS EN TROZOS O RODAJAS,O TRITUR.,O PULVER.,SIN OTRA PREPARACION|B_LOG|0.0|0.0|0.0|0.0|5|25
712200000-CEBOLLAS SECAS,CORTADAS EN TROZOS O RODAJAS,O TRITUR.,O PULVER.,SIN OTRA PREPARACION|C_WINS|0.0|0.0|0.0|0.0|5|25
712390000-DEMAS HONGOS Y TRUFAS, CORTAD EN TROZOS O RODAJAS, O TRITUR.,O PULVER., S/OTRA PREPA|A_BASELINE|0.3333|0.3|0.4|0.3|5|130
712390000-DEMAS HONGOS Y TRUFAS, CORTAD EN TROZOS O RODAJAS, O TRITUR.,O PULVER., S/OTRA PREPA|B_LOG|0.4|0.4|0.4|0.4|5|130
712390000-DEMAS HONGOS Y TRUFAS, CORTAD EN TROZOS O RODAJAS, O TRITUR.,O PULVER., S/OTRA PREPA|C_WINS|0.0|0.0|0.0|0.0154|5|130
712901000-AJOS SECOS,CORTADOS EN TROZOS O RODAJAS,TRITU.,O PULVE.,SIN OTRA PREPARACION|A_BASELINE|0.0|0.0|0.0|0.0|5|22
712901000-AJOS SECOS,CORTADOS EN TROZOS O RODAJAS,TRITU.,O PULVE.,SIN OTRA PREPARACION|B_LOG|0.0|0.0|0.0|0.0|5|22
712901000-AJOS SECOS,CORTADOS EN TROZOS O RODAJAS,TRITU.,O PULVE.,SIN OTRA PREPARACION|C_WINS|0.0|0.0|0.0|0.0|5|22
712909000-DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN|A_BASELINE|0.0|0.0|0.0|0.0|5|537
712909000-DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN|B_LOG|0.0|0.0|0.0|0.0|5|537
712909000-DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN|C_WINS|0.0|0.0|0.0|0.0|5|537
713319000-FRIJOLES DE LAS ESPEC.VIGNA MUNGO(L)HEPPER O VIGNA RADIATA(L)WILCZEK,EXCEP.P`LA SIEMB|A_BASELINE|0.3333|0.3|0.4|0.3|5|251
713319000-FRIJOLES DE LAS ESPEC.VIGNA MUNGO(L)HEPPER O VIGNA RADIATA(L)WILCZEK,EXCEP.P`LA SIEMB|B_LOG|0.1889|0.1238|0.4|0.1238|5|251
713319000-FRIJOLES DE LAS ESPEC.VIGNA MUNGO(L)HEPPER O VIGNA RADIATA(L)WILCZEK,EXCEP.P`LA SIEMB|C_WINS|0.0|0.0|0.0|0.012|5|251
713339100-FRIJOLES COMUNES NEGROS, EXCEPTO PARA LA SIEMBRA|A_BASELINE|0.0|0.0|0.0|0.26|5|23
713339100-FRIJOLES COMUNES NEGROS, EXCEPTO PARA LA SIEMBRA|B_LOG|0.0|0.0|0.0|0.26|5|23
713339100-FRIJOLES COMUNES NEGROS, EXCEPTO PARA LA SIEMBRA|C_WINS|0.0|0.0|0.0|0.26|5|23
713339200-FRIJOLES COMUNES CANARIO, EXCEPTO PARA LA SIEMBRA|A_BASELINE|0.7881|0.77|0.9|0.6748|5|213
713339200-FRIJOLES COMUNES CANARIO, EXCEPTO PARA LA SIEMBRA|B_LOG|0.82|0.7067|1.0|0.7067|5|213
713339200-FRIJOLES COMUNES CANARIO, EXCEPTO PARA LA SIEMBRA|C_WINS|0.0|0.0|0.0|0.0563|5|213
713339900-FRIJOLES COMUNES (EXCEP: NEGROS O CANARIO) (EXCEP. PARA LA SIEMBRA)|A_BASELINE|0.1333|0.1|0.2|0.1|5|171
713339900-FRIJOLES COMUNES (EXCEP: NEGROS O CANARIO) (EXCEP. PARA LA SIEMBRA)|B_LOG|0.08|0.05|0.2|0.05|5|171
713339900-FRIJOLES COMUNES (EXCEP: NEGROS O CANARIO) (EXCEP. PARA LA SIEMBRA)|C_WINS|0.0|0.0|0.0|0.0057|5|171
713359000-FRIJOLES SALVAJES O CAUPI, EXCEPTO PARA LA SIEMBRA|A_BASELINE|0.88|0.85|1.0|0.85|5|213
713359000-FRIJOLES SALVAJES O CAUPI, EXCEPTO PARA LA SIEMBRA|B_LOG|0.8667|0.84|1.0|0.84|5|213
713359000-FRIJOLES SALVAJES O CAUPI, EXCEPTO PARA LA SIEMBRA|C_WINS|0.0|0.0|0.0|0.0328|5|213
713399100-PALLARES|A_BASELINE|0.6442|0.4937|1.0|0.4937|5|386
713399100-PALLARES|B_LOG|0.567|0.404|1.0|0.404|5|386
713399100-PALLARES|C_WINS|0.0|0.0|0.0|0.0518|5|386
713399900-LOS DEMAS FRIJOLES, EXCEPTO PARA LA SIEMBRA|A_BASELINE|1.0|1.0|1.0|1.0|5|57
713399900-LOS DEMAS FRIJOLES, EXCEPTO PARA LA SIEMBRA|B_LOG|0.9333|0.9|1.0|0.9|5|57
713399900-LOS DEMAS FRIJOLES, EXCEPTO PARA LA SIEMBRA|C_WINS|0.0|0.0|0.0|0.1045|5|57
713409000-LENTEJAS EXCEPTO PARA LA SIEMBRA|A_BASELINE|0.5333|0.5|0.6|0.5|5|32
713409000-LENTEJAS EXCEPTO PARA LA SIEMBRA|B_LOG|0.5|0.4667|0.6|0.4667|5|32
713409000-LENTEJAS EXCEPTO PARA LA SIEMBRA|C_WINS|0.0|0.0|0.0|0.0905|5|32
713509000-HABAS, HABA CABALLAR Y HABA MENOR EXCEPTO PARA SIEMBRA|A_BASELINE|0.9279|0.8662|1.0|0.8662|5|307
713509000-HABAS, HABA CABALLAR Y HABA MENOR EXCEPTO PARA SIEMBRA|B_LOG|0.9628|0.9303|1.0|0.9303|5|307
713509000-HABAS, HABA CABALLAR Y HABA MENOR EXCEPTO PARA SIEMBRA|C_WINS|0.0|0.0|0.0|0.1661|5|307
713609000-ARVEJAS DE PALO, GANDU O GANDUL, EXCEPTO PARA LA SIEMBRA|A_BASELINE|0.48|0.45|0.6|0.45|5|78
713609000-ARVEJAS DE PALO, GANDU O GANDUL, EXCEPTO PARA LA SIEMBRA|B_LOG|0.48|0.45|0.6|0.45|5|78
713609000-ARVEJAS DE PALO, GANDU O GANDUL, EXCEPTO PARA LA SIEMBRA|C_WINS|0.1333|0.1|0.2|0.1258|5|78
713909000-DEMAS HORTALIZAS DE VAINAS SECAS DESVAINADAS,MONDADAS O PARTIDAS EXCEPTO PARA SIEMBRA|A_BASELINE|0.3333|0.3|0.4|0.3|5|80
713909000-DEMAS HORTALIZAS DE VAINAS SECAS DESVAINADAS,MONDADAS O PARTIDAS EXCEPTO PARA SIEMBRA|B_LOG|0.4|0.4|0.4|0.4|5|80
713909000-DEMAS HORTALIZAS DE VAINAS SECAS DESVAINADAS,MONDADAS O PARTIDAS EXCEPTO PARA SIEMBRA|C_WINS|0.0|0.0|0.0|0.025|5|80
714100000-RAICES DE YUCA (MANDIOCA) FRESCAS,REFRIGERADAS,CONGELADAS O SECOS|A_BASELINE|0.4696|1.0|0.3088|0.4886|5|584
714100000-RAICES DE YUCA (MANDIOCA) FRESCAS,REFRIGERADAS,CONGELADAS O SECOS|B_LOG|0.4696|1.0|0.3088|0.4886|5|584
714100000-RAICES DE YUCA (MANDIOCA) FRESCAS,REFRIGERADAS,CONGELADAS O SECOS|C_WINS|0.0456|0.3486|0.0262|0.2649|5|584
714209000-CAMOTES (BATATAS, BONIATOS) FRESCOS, REFRIGERADOS,CONGELADOS O SECOS|A_BASELINE|0.6668|1.0|0.5073|0.6596|5|1044
714209000-CAMOTES (BATATAS, BONIATOS) FRESCOS, REFRIGERADOS,CONGELADOS O SECOS|B_LOG|0.3134|1.0|0.1888|0.4397|5|1044
714209000-CAMOTES (BATATAS, BONIATOS) FRESCOS, REFRIGERADOS,CONGELADOS O SECOS|C_WINS|0.034|0.2278|0.0186|0.3094|5|1044
714901000-MACA FRESCA, REFRIGERADA, CONGELADA O SECA, INCLUSO TROCEADA O EN PELLETS|A_BASELINE|0.8|0.8|0.8|0.84|5|24
714901000-MACA FRESCA, REFRIGERADA, CONGELADA O SECA, INCLUSO TROCEADA O EN PELLETS|B_LOG|0.8|0.8|0.8|0.84|5|24
714901000-MACA FRESCA, REFRIGERADA, CONGELADA O SECA, INCLUSO TROCEADA O EN PELLETS|C_WINS|0.2|0.2|0.2|0.41|5|24
714909000-DEMAS RAICES O TUBERC FRESC, REFRIG, CONGEL, SECO, INCL TROZOS O PELLETS; MED. SAGU|A_BASELINE|0.0791|0.5333|0.0439|0.2666|5|378
714909000-DEMAS RAICES O TUBERC FRESC, REFRIG, CONGEL, SECO, INCL TROZOS O PELLETS; MED. SAGU|B_LOG|0.5689|1.0|0.4766|0.6035|5|378
714909000-DEMAS RAICES O TUBERC FRESC, REFRIG, CONGEL, SECO, INCL TROZOS O PELLETS; MED. SAGU|C_WINS|0.0|0.0|0.0|0.2407|5|378
7403110000-CATODOS Y SECCIONES DE CATODOS DE COBRE REFINADO|A_BASELINE|0.2|0.2|0.2|0.2|5|948
7403110000-CATODOS Y SECCIONES DE CATODOS DE COBRE REFINADO|B_LOG|0.2|0.2|0.2|0.2|5|948
7403110000-CATODOS Y SECCIONES DE CATODOS DE COBRE REFINADO|C_WINS|0.0|0.0|0.0|0.0011|5|948
7404000000-DESPERDICIOS Y DESECHOS, DE COBRE.|A_BASELINE|0.96|1.0|0.9333|0.9349|5|630
7404000000-DESPERDICIOS Y DESECHOS, DE COBRE.|B_LOG|1.0|1.0|1.0|1.0|5|630
7404000000-DESPERDICIOS Y DESECHOS, DE COBRE.|C_WINS|0.0|0.0|0.0|0.0175|5|630
7901110000-CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO|A_BASELINE|0.1333|0.1|0.2|0.1|5|1983
7901110000-CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO|B_LOG|0.2|0.2|0.2|0.2|5|1983
7901110000-CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO|C_WINS|0.0|0.0|0.0|0.0005|5|1983
